screen_name,created_at,tweet_id,text,extended_tweet,in_reply_to_screen_name,in_reply_to_status_id,retweet_count,favorite_count,truncated,language
MicrochipTech,4/24/2020 19:01,1.25376E+18,Design your Bluetooth® IoT device with our PIC- or AVR-BLE development boards. Get 50% off now through the end of A… https://t.co/UL3qnjvum6,Design your Bluetooth® IoT device with our PIC- or AVR-BLE development boards. Get 50% off now through the end of A… https://t.co/UL3qnjvum6,,,5,9,,en
cbrands,2/20/2020 5:34,1.23036E+18,"“Early in my career, I understood that I could not bring my best game to bear unless I could bring my whole self to… https://t.co/vtHhTcw6CM","“Early in my career, I understood that I could not bring my best game to bear unless I could bring my whole self to… https://t.co/vtHhTcw6CM",,,2,17,,en
Medtronic,3/30/2020 13:02,1.24461E+18,Medtronic is mobilizing to help during #COVID19. We are gathering #ENT experts from around the world to discuss and… https://t.co/9fphEQtjwQ,Medtronic is mobilizing to help during #COVID19. We are gathering #ENT experts from around the world to discuss and… https://t.co/9fphEQtjwQ,,,44,109,,en
salesforce,4/30/2020 17:39,1.25591E+18,"Our team at @SFResearch, led by @RichardSocher launched the 𝑨𝑰 𝑬𝒄𝒐𝒏𝒐𝒎𝒊𝒔𝒕, an AI framework for economic policy desig… https://t.co/QYX2kEoQqw","Our team at @SFResearch, led by @RichardSocher launched the 𝑨𝑰 𝑬𝒄𝒐𝒏𝒐𝒎𝒊𝒔𝒕, an AI framework for economic policy desig… https://t.co/QYX2kEoQqw",,,6,22,,en
Hologic,5/13/2020 22:59,1.26071E+18,Thank you @RepLoriTrahan.  We appreciate your support! We are #StrongerTogether. https://t.co/aOON48Ls9E,Thank you @RepLoriTrahan.  We appreciate your support! We are #StrongerTogether. https://t.co/aOON48Ls9E,,,2,5,,en
ViacomCBS,3/27/2020 21:47,1.24366E+18,"In his 1st late-night TV interview, on “The Daily Social Distancing Show with @Trevornoah,” @NIAIDNews director Dr.… https://t.co/1HZuRzbqsL","In his 1st late-night TV interview, on “The Daily Social Distancing Show with @Trevornoah,” @NIAIDNews director Dr.… https://t.co/1HZuRzbqsL",,,9,20,,en
SVB_Financial,5/2/2020 15:00,1.2566E+18,"SVB's @katherun is joining industry experts from @PitchBook, @nvca &amp; @cartainc for the Q1 #VentureMonitor webinar.… https://t.co/cWEDfwSMA4","SVB's @katherun is joining industry experts from @PitchBook, @nvca &amp; @cartainc for the Q1 #VentureMonitor webinar.… https://t.co/cWEDfwSMA4",,,6,16,,en
SempraEnergy,5/4/2020 11:01,1.25726E+18,Sempra Energy reports first-quarter 2020 earnings results. Read more: https://t.co/p4co4FFu5o,Sempra Energy reports first-quarter 2020 earnings results. Read more: https://t.co/p4co4FFu5o,,,2,7,,en
Paycom,1/10/2020 0:15,1.21543E+18,"Unfortunately, almost half of #resolutions are broken by the middle of January. In the new year, employers can help… https://t.co/WAz1qB8Pd5","Unfortunately, almost half of #resolutions are broken by the middle of January. In the new year, employers can help… https://t.co/WAz1qB8Pd5",,,0,1,,en
cardinalhealth,2/3/2020 19:00,1.22441E+18,"Register now: Prevention has always been vital a component of wound care, but with antimicrobial resistance on the… https://t.co/zrRDfuecZc","Register now: Prevention has always been vital a component of wound care, but with antimicrobial resistance on the… https://t.co/zrRDfuecZc",,,0,0,,en
FTI_Global,4/20/2020 22:00,1.25236E+18,Hear why the current market environment is much different than the Global Financial Crisis in 2008 with Stephen Dov… https://t.co/3QggyTDA1M,Hear why the current market environment is much different than the Global Financial Crisis in 2008 with Stephen Dov… https://t.co/3QggyTDA1M,,,0,2,,en
Hasbro,2/22/2020 22:03,1.23134E+18,"G.I. Joe fans, pre-order is now live for these 6” Core Figures!

Deluxe Snake Eyes: https://t.co/x3a8VNIZ8G

Scarle… https://t.co/FrWlqzMfoP","G.I. Joe fans, pre-order is now live for these 6” Core Figures!

Deluxe Snake Eyes: https://t.co/x3a8VNIZ8G

Scarle… https://t.co/FrWlqzMfoP",,,70,234,,en
intel,4/29/2020 20:09,1.25559E+18,"Behind it all, our partners are solving critical problems. That’s why we’re accelerating access to technology like… https://t.co/1ZCgJdaUQ7","Behind it all, our partners are solving critical problems. That’s why we’re accelerating access to technology like… https://t.co/1ZCgJdaUQ7",,,36,138,,en
amwater,1/29/2020 20:09,1.22261E+18,Heads up! Watch to learn which common things you should think twice about before washing down the drain. #FOG… https://t.co/8KSSMhoeCn,Heads up! Watch to learn which common things you should think twice about before washing down the drain. #FOG… https://t.co/8KSSMhoeCn,,,7,14,,en
Merck,4/28/2020 10:39,1.25508E+18,"Our #COVID19 objectives remain to: protect our employees, supply our medicines + vaccines, contribute our scientifi… https://t.co/FyeMrmKLP1","Our #COVID19 objectives remain to: protect our employees, supply our medicines + vaccines, contribute our scientifi… https://t.co/FyeMrmKLP1",,,7,34,,en
MicronTech,4/18/2020 16:30,1.25155E+18,"Here at #Micron, our team members are participating in an 8-week well-being 💪 challenge. What are you doing to stay… https://t.co/9aFdwJHec7","Here at #Micron, our team members are participating in an 8-week well-being 💪 challenge. What are you doing to stay… https://t.co/9aFdwJHec7",,,0,13,,en
jbhunt360,1/17/2020 18:48,1.21824E+18,"He's been described as ""kind of indispensable around here."" Get to know more about J.B. Hunt Final Mile driver trai… https://t.co/Lx0m0OgIPS","He's been described as ""kind of indispensable around here."" Get to know more about J.B. Hunt Final Mile driver trai… https://t.co/Lx0m0OgIPS",,,0,1,,en
Cigna,5/7/2020 18:07,1.25846E+18,"Keeping your blood pressure at a healthy level is always important, particularly during the #COVID19 crisis. Connec… https://t.co/zIQmCf0ASO","Keeping your blood pressure at a healthy level is always important, particularly during the #COVID19 crisis. Connec… https://t.co/zIQmCf0ASO",,,7,19,,en
Target,2/7/2020 16:17,1.22582E+18,"Bullseye, old soul, extremely loyal, considers going to Target a date, never says no to treats or a run, career-foc… https://t.co/9KizHWZdQZ","Bullseye, old soul, extremely loyal, considers going to Target a date, never says no to treats or a run, career-foc… https://t.co/9KizHWZdQZ",,,76,529,,en
eatoncorp,6/23/2020 10:00,1.27537E+18,We're proud to be named a Top 50 employer for women engineers by Woman Engineer magazine. Our exceptional women are… https://t.co/HVNaknCZh3,We're proud to be named a Top 50 employer for women engineers by Woman Engineer magazine. Our exceptional women are… https://t.co/HVNaknCZh3,,,12,35,,en
EXPD_Official,1/10/2020 1:14,1.21544E+18,"CBP Opens Registration for 2020 Trade Symposium
https://t.co/iMlLneKyVu","CBP Opens Registration for 2020 Trade Symposium
https://t.co/iMlLneKyVu",,,1,0,,en
Medtronic,5/21/2020 13:02,1.26346E+18,"“Today, we announced a significant increase in our dividend, and we are purposely investing to drive not only a str… https://t.co/faP55nIkUz","“Today, we announced a significant increase in our dividend, and we are purposely investing to drive not only a str… https://t.co/faP55nIkUz",,,0,9,,en
nielsen,6/25/2020 21:17,1.27626E+18,"Addressable TV is advancing new ways of marketing. 🌐 

Our GM of Advanced Advertising @kellyabcarian details how in… https://t.co/dWbfRTtP6o","Addressable TV is advancing new ways of marketing. 🌐 

Our GM of Advanced Advertising @kellyabcarian details how in… https://t.co/dWbfRTtP6o",,,3,8,,en
Travelers,4/15/2020 13:52,1.25042E+18,"Our business continuity, technology, operations, claim and worksite-essential teams are leading our efforts to ensu… https://t.co/sNqYjjo7Ka","Our business continuity, technology, operations, claim and worksite-essential teams are leading our efforts to ensu… https://t.co/sNqYjjo7Ka",,,2,10,,en
mettlertoledo,5/13/2020 7:35,1.26047E+18,"Subscribe to our channel to keep up to date with new products for sterile to harsh applications for the chemical, b… https://t.co/ShF7mTobTK","Subscribe to our channel to keep up to date with new products for sterile to harsh applications for the chemical, b… https://t.co/ShF7mTobTK",,,0,0,,en
RalphLauren,1/25/2020 15:30,1.22109E+18,"Wishing You a Prosperous Lunar New Year

May your new year be filled with happiness, good health and good fortune… https://t.co/PJDKPDOJWg","Wishing You a Prosperous Lunar New Year

May your new year be filled with happiness, good health and good fortune… https://t.co/PJDKPDOJWg",,,31,165,,en
Flowserve,1/10/2020 13:20,1.21562E+18,Start the new year off by attending the Mechanical Seal Fundamentals course offered by Flowserve. Learn more about… https://t.co/pmvZdMoopG,Start the new year off by attending the Mechanical Seal Fundamentals course offered by Flowserve. Learn more about… https://t.co/pmvZdMoopG,,,1,3,,en
CP_News,3/11/2020 16:33,1.23778E+18,Penne Thornett wants to be known as a leader who helps others realize their potential. What’s her superpower?… https://t.co/IPaT9Jphzo,Penne Thornett wants to be known as a leader who helps others realize their potential. What’s her superpower?… https://t.co/IPaT9Jphzo,,,1,9,,en
Adobe,1/9/2020 17:19,1.21532E+18,"Using beaches around the world as his canvas, artist @andresamadorart stepped off the page and onto the sand to cre… https://t.co/CqYBvKnacS","Using beaches around the world as his canvas, artist @andresamadorart stepped off the page and onto the sand to cre… https://t.co/CqYBvKnacS",,,44,389,,en
KelloggCompany,2/4/2020 21:25,1.22481E+18,Sustainable businesses need sustainable supply chains. Kellogg Company is proud to be recognized by @CDP for our wo… https://t.co/zrwl7yU9bG,Sustainable businesses need sustainable supply chains. Kellogg Company is proud to be recognized by @CDP for our wo… https://t.co/zrwl7yU9bG,,,7,14,,en
Agilent,6/16/2020 19:58,1.27298E+18,Smart technologies from @Agilent help labs increase analytical efficiency.  The Agilent Refresh Effect is about acc… https://t.co/Fvbcl47GT1,Smart technologies from @Agilent help labs increase analytical efficiency.  The Agilent Refresh Effect is about acc… https://t.co/Fvbcl47GT1,,,1,4,,en
MMC_Global,2/13/2020 13:01,1.22794E+18,"“Intensifying confrontations, between and within countries, as well as a heightened sense of urgency around critica… https://t.co/y9y7JMRaEk","“Intensifying confrontations, between and within countries, as well as a heightened sense of urgency around critica… https://t.co/y9y7JMRaEk",,,1,0,,en
UPS,5/3/2020 18:00,1.25701E+18,"Show Mom she means the 🌎 to you, even if you’re not together by sending a care package with new curbside shipping s… https://t.co/7lQqCZbUGR","Show Mom she means the 🌎 to you, even if you’re not together by sending a care package with new curbside shipping s… https://t.co/7lQqCZbUGR",,,2,25,,en
salesforce,5/7/2020 17:52,1.25845E+18,"Learn how IT leaders, admins, and developers can use low-code tools to quickly respond to business’ changing needs. https://t.co/JWoZ83KVzf","Learn how IT leaders, admins, and developers can use low-code tools to quickly respond to business’ changing needs. https://t.co/JWoZ83KVzf",,,193,1842,,en
pfizer,2/21/2020 14:47,1.23087E+18,"If you’re 65+, consider adding #AFib to your list of check-up discussion topics. Having a set of questions for your… https://t.co/me2RIOmx9J","If you’re 65+, consider adding #AFib to your list of check-up discussion topics. Having a set of questions for your… https://t.co/me2RIOmx9J",,,10,47,,en
F5Networks,6/22/2020 15:42,1.27509E+18,Scot Rogers—Executive sponsor of the F5 #Pride employee inclusion group—strives to emulate the life lessons he lear… https://t.co/oMogRJJCWz,Scot Rogers—Executive sponsor of the F5 #Pride employee inclusion group—strives to emulate the life lessons he lear… https://t.co/oMogRJJCWz,,,4,7,,en
autodesk,5/8/2020 16:25,1.2588E+18,This IDC report assesses the construction industry's digital transformation maturity and challenges. Take a look: https://t.co/9neOVs2dN3,This IDC report assesses the construction industry's digital transformation maturity and challenges. Take a look: https://t.co/9neOVs2dN3,,,0,10,,en
WTWcorporate,4/2/2020 11:00,1.24567E+18,"Shareholder interests are increasingly aligned with healthy, engaged, productive employees. Read our experts’ propo… https://t.co/EgkVPXmzan","Shareholder interests are increasingly aligned with healthy, engaged, productive employees. Read our experts’ propo… https://t.co/EgkVPXmzan",,,0,0,,en
biogen,2/19/2020 12:35,1.23011E+18,"At our #RareDiseaseDay event at the EU Parliament yesterday, our team had a chance to explore an art exhibition by… https://t.co/wqHq3aqF7r","At our #RareDiseaseDay event at the EU Parliament yesterday, our team had a chance to explore an art exhibition by… https://t.co/wqHq3aqF7r",,,17,66,,en
Google,5/4/2020 19:40,1.25739E+18,We're huge fans of how teachers are recreating the classroom feel online. 🤓 Fun touches like these are helpful for… https://t.co/g6SbxxNZCJ,We're huge fans of how teachers are recreating the classroom feel online. 🤓 Fun touches like these are helpful for… https://t.co/g6SbxxNZCJ,,,63,397,,en
DTE_Energy,3/28/2020 12:35,1.24388E+18,#Treetrim work is essential to making sure you have the #power you need! Thank you to all crews who are working to… https://t.co/MzoiAKa3yo,#Treetrim work is essential to making sure you have the #power you need! Thank you to all crews who are working to… https://t.co/MzoiAKa3yo,,,2,17,,en
Gartner_inc,2/6/2020 17:00,1.22546E+18,Gartner experts share their list of must-read books for #business executives in the new year — from #blockchain and… https://t.co/JWxIDaaAbn,Gartner experts share their list of must-read books for #business executives in the new year — from #blockchain and… https://t.co/JWxIDaaAbn,,,4,13,,en
thermofisher,6/15/2020 22:01,1.27265E+18,Today the Supreme Court of the United States concluded that #LGBTQ rights are protected under the Civil Rights Act… https://t.co/nAbzk6PUs9,Today the Supreme Court of the United States concluded that #LGBTQ rights are protected under the Civil Rights Act… https://t.co/nAbzk6PUs9,,,2,7,,en
IQVIA_global,2/10/2020 14:00,1.22687E+18,"Introducing IQVIA's new Regulatory Productivity Tools! Boost ease and efficiency of preparing, publishing &amp; validat… https://t.co/d9Kkryhm3f","Introducing IQVIA's new Regulatory Productivity Tools! Boost ease and efficiency of preparing, publishing &amp; validat… https://t.co/d9Kkryhm3f",,,2,3,,en
InsidePMI,1/20/2020 10:59,1.21921E+18,Our #Unsmoke Your Mind campaign aims to open up dialogue and debate around the global public health issue of smokin… https://t.co/TLIfpVSv3s,Our #Unsmoke Your Mind campaign aims to open up dialogue and debate around the global public health issue of smokin… https://t.co/TLIfpVSv3s,,,0,6,,en
MarriottIntl,2/28/2020 15:43,1.23342E+18,"Today is #SkipTheStraw day. In his latest blog post, Marriott International President and CEO Arne Sorenson talks a… https://t.co/oSpGA9ACGG","Today is #SkipTheStraw day. In his latest blog post, Marriott International President and CEO Arne Sorenson talks a… https://t.co/oSpGA9ACGG",,,7,20,,en
flir,5/5/2020 18:46,1.25774E+18,#FLIR is honored to be nominated for the Global Energy Health &amp; Safety award for Leadership in Optical Gas Imagery! https://t.co/IcSdPng5ps,#FLIR is honored to be nominated for the Global Energy Health &amp; Safety award for Leadership in Optical Gas Imagery! https://t.co/IcSdPng5ps,,,4,5,,en
Omnicom,2/18/2020 20:39,1.22987E+18,"When it comes to fully supporting women at work, we're not done. At @MAKERSwomen conference, @LinkedInEditors explo… https://t.co/H5dtduYth7","When it comes to fully supporting women at work, we're not done. At @MAKERSwomen conference, @LinkedInEditors explo… https://t.co/H5dtduYth7",,,2,6,,en
McCormickCorp,5/9/2020 16:37,1.25916E+18,"To the matriarchs who began kitchen table traditions, the grandmothers who passed down secret recipes, and the moms… https://t.co/Dt783VMEDo","To the matriarchs who began kitchen table traditions, the grandmothers who passed down secret recipes, and the moms… https://t.co/Dt783VMEDo",,,6,29,,en
nielsen,5/1/2020 14:34,1.25623E+18,"“There’s only so much content people can consume.”  

Our SVP of Audience Insights Peter Katsingris examines the de… https://t.co/Tv7tAKGvO1","“There’s only so much content people can consume.”  

Our SVP of Audience Insights Peter Katsingris examines the de… https://t.co/Tv7tAKGvO1",,,2,9,,en
FTI_Global,6/8/2020 12:01,1.26996E+18,"Check out state-by-state metrics that show where US consumers are currently going out and about for shopping, recre… https://t.co/rpg8RfEaOe","Check out state-by-state metrics that show where US consumers are currently going out and about for shopping, recre… https://t.co/rpg8RfEaOe",,,0,0,,en
MMC_Global,1/27/2020 11:01,1.22175E+18,Concerned about 2020 outcomes? Do you know the top risk concerns for 2020 and the near future? Learn more:… https://t.co/KuXPmX4TsC,Concerned about 2020 outcomes? Do you know the top risk concerns for 2020 and the near future? Learn more:… https://t.co/KuXPmX4TsC,,,2,5,,en
WhirlpoolCorp,1/7/2020 18:01,1.21461E+18,"Did you know that many appliance innovations over the course of the last century were originally designed, engineer… https://t.co/D0cQ4JTYAg","Did you know that many appliance innovations over the course of the last century were originally designed, engineer… https://t.co/D0cQ4JTYAg",,,3,7,,en
firstenergycorp,3/4/2020 20:00,1.23529E+18,"While our reps make courtesy calls to remind customers about an outstanding balance, they would explain how to make… https://t.co/TrTneL6Pjh","While our reps make courtesy calls to remind customers about an outstanding balance, they would explain how to make… https://t.co/TrTneL6Pjh",,,11,2,,en
EXPD_Official,6/25/2020 0:15,1.27595E+18,"CBP Issues Guidance on Section 301 List 4A Round 5 Exclusions
https://t.co/oX5Moakfvm","CBP Issues Guidance on Section 301 List 4A Round 5 Exclusions
https://t.co/oX5Moakfvm",,,0,1,,en
citrix,3/12/2020 15:01,1.23812E+18,We know that businesses run on people. It's important for us to ensure our teams have the tools they need to be &amp; p… https://t.co/f5EZk7W1bi,We know that businesses run on people. It's important for us to ensure our teams have the tools they need to be &amp; p… https://t.co/f5EZk7W1bi,,,4,11,,en
salesforce,6/18/2020 18:31,1.27368E+18,"“I’m constantly impressed by stories I hear about companies using technology to make it work right now.”
 
Returnin… https://t.co/Tvei0dqss6","“I’m constantly impressed by stories I hear about companies using technology to make it work right now.”
 
Returnin… https://t.co/Tvei0dqss6",,,4,19,,en
MetLife,4/24/2020 12:59,1.25367E+18,"Setting up a legal plan might be low on your to-do list, until you need one. One man shares why you shouldn’t wait. https://t.co/h6KKnKMrPt","Setting up a legal plan might be low on your to-do list, until you need one. One man shares why you shouldn’t wait. https://t.co/h6KKnKMrPt",,,0,1,,en
Paycom,5/22/2020 0:01,1.26362E+18,"Updating your HR processes can be as refreshing as an icy cold drink on a summer's day. For this company, Paycom qu… https://t.co/QGYaGy4upN","Updating your HR processes can be as refreshing as an icy cold drink on a summer's day. For this company, Paycom qu… https://t.co/QGYaGy4upN",,,0,1,,en
Travelers,1/5/2020 17:00,1.21387E+18,Downsizing your home? These tips will help you decide which items should come to your new house. https://t.co/BamQDj7HxW,Downsizing your home? These tips will help you decide which items should come to your new house. https://t.co/BamQDj7HxW,,,4,10,,en
Cognizant,2/15/2020 17:00,1.22873E+18,"By 2020, 1T connected devices are expected to be used and #IoT spending to reach $1T. https://t.co/0jojLUBGbA","By 2020, 1T connected devices are expected to be used and #IoT spending to reach $1T. https://t.co/0jojLUBGbA",,,1,11,,en
DominionEnergy,5/29/2020 14:12,1.26637E+18,"Scammers are attempting to take advantage of customers during the COVID-19 pandemic. 

Learn more about protecting… https://t.co/52bvaYlshY","Scammers are attempting to take advantage of customers during the COVID-19 pandemic. 

Learn more about protecting… https://t.co/52bvaYlshY",,,3,9,,en
Paychex,5/13/2020 20:01,1.26066E+18,"Find out how HR automation alleviates the burden of HR admin tasks, increases efficiency, and helps you save money. https://t.co/Xb7Cfdlkgc","Find out how HR automation alleviates the burden of HR admin tasks, increases efficiency, and helps you save money. https://t.co/Xb7Cfdlkgc",,,0,0,,en
SPGlobal,6/22/2020 13:40,1.27506E+18,From @SPDJIndices: The second part in a series on the dawn of the passive investing era in India:… https://t.co/6qMJTJD89v,From @SPDJIndices: The second part in a series on the dawn of the passive investing era in India:… https://t.co/6qMJTJD89v,,,0,0,,en
JacobsConnects,6/25/2020 16:55,1.2762E+18,Congratulation to a Jacobs UK volunteer team for being recognized with a Social Contribution 🏆 from @EBI_Insider fo… https://t.co/CsZqJvqIGh,Congratulation to a Jacobs UK volunteer team for being recognized with a Social Contribution 🏆 from @EBI_Insider fo… https://t.co/CsZqJvqIGh,,,1,4,,en
MicronTech,6/25/2020 23:02,1.27629E+18,"#Manufacturing has been revolutionized over the past century, and we’re on the front lines supporting its exciting… https://t.co/R1ZNR7xN0S","#Manufacturing has been revolutionized over the past century, and we’re on the front lines supporting its exciting… https://t.co/R1ZNR7xN0S",,,1,6,,en
KCCorp,6/19/2020 15:59,1.27401E+18,"We honor Juneteenth. The quest for equality continues, remains our shared goal, &amp; it can only be achieved when we u… https://t.co/RNz4U2ZhLn","We honor Juneteenth. The quest for equality continues, remains our shared goal, &amp; it can only be achieved when we u… https://t.co/RNz4U2ZhLn",,,6,22,,en
FastenalCompany,3/17/2020 14:20,1.23992E+18,"We will continue to service customers through outside sales, regularly scheduled deliveries, and inventory manageme… https://t.co/hWDk8dJx4p","We will continue to service customers through outside sales, regularly scheduled deliveries, and inventory manageme… https://t.co/hWDk8dJx4p",,,3,8,,en
SPGlobal,5/29/2020 20:23,1.26647E+18,"🎧Priscilla Luk, @SPDJIndices Head of Global Research &amp; Design for Asia Pacific, discusses China's early signs of ec… https://t.co/j8QpYoabhk","🎧Priscilla Luk, @SPDJIndices Head of Global Research &amp; Design for Asia Pacific, discusses China's early signs of ec… https://t.co/j8QpYoabhk",,,1,2,,en
MicrochipTech,6/11/2020 16:05,1.27111E+18,Learn more about symmetric cryptography in this engaging session. Register now: https://t.co/5fAKSkrmzs. https://t.co/VCfhzqdoLm,Learn more about symmetric cryptography in this engaging session. Register now: https://t.co/5fAKSkrmzs. https://t.co/VCfhzqdoLm,,,1,4,,en
DuPont_News,3/31/2020 13:11,1.24498E+18,Thanks for the RTs. We appreciate it! @ThembiRT @gettella @manoj_manzie @akogidc @DEChemCouncil @Fred3012 @HDMCardenaDenis,Thanks for the RTs. We appreciate it! @ThembiRT @gettella @manoj_manzie @akogidc @DEChemCouncil @Fred3012 @HDMCardenaDenis,,,1,4,,en
GoldmanSachs,5/14/2020 12:00,1.2609E+18,#ICYMI: Heath Terry of $GS Research introduces a weekly tracker that measures progress toward reopening the US econ… https://t.co/glGpswhCfu,#ICYMI: Heath Terry of $GS Research introduces a weekly tracker that measures progress toward reopening the US econ… https://t.co/glGpswhCfu,,,0,8,,en
IQVIA_global,4/3/2020 12:00,1.24604E+18,Join us for a live webinar on 9 April where #IQVIA expert speakers will discuss the immediate impact of #COVID19 an… https://t.co/NC47JoDRfE,Join us for a live webinar on 9 April where #IQVIA expert speakers will discuss the immediate impact of #COVID19 an… https://t.co/NC47JoDRfE,,,5,6,,en
F5Networks,2/20/2020 3:20,1.23033E+18,Interested in experimenting with HTTP/3? Don't miss these helpful resources from #AskF5: https://t.co/c44bGvLWcf /… https://t.co/yebF0wyp1N,Interested in experimenting with HTTP/3? Don't miss these helpful resources from #AskF5: https://t.co/c44bGvLWcf /… https://t.co/yebF0wyp1N,,,3,5,,en
BDandCo,1/14/2020 18:27,1.21715E+18,#AntimicrobialResistance &amp; unintended consequences of antimicrobial overuse is a public health crisis. Join us 1/30… https://t.co/BHt2raAWYE,#AntimicrobialResistance &amp; unintended consequences of antimicrobial overuse is a public health crisis. Join us 1/30… https://t.co/BHt2raAWYE,,,5,10,,en
MMC_Global,6/19/2020 14:00,1.27398E+18,"“As an openly gay #CEO, I know how important it is for everyone to be able to be themselves inside &amp; outside of the… https://t.co/Sne0nv7HSx","“As an openly gay #CEO, I know how important it is for everyone to be able to be themselves inside &amp; outside of the… https://t.co/Sne0nv7HSx",,,1,1,,en
ADP,1/15/2020 17:02,1.21749E+18,"ADP's Business Anthropologist, @Anthro_tweeter was on the ground at @CES 2020. See how her anthropological work and… https://t.co/PLu5eMRWmk","ADP's Business Anthropologist, @Anthro_tweeter was on the ground at @CES 2020. See how her anthropological work and… https://t.co/PLu5eMRWmk",,,6,7,,en
MotoSolutions,1/27/2020 22:28,1.22192E+18,".@BUC_Airports processes about 65% of Romania's incoming and outgoing passengers, cargo and mail traffic. Learn how… https://t.co/ptOFecsjPT",".@BUC_Airports processes about 65% of Romania's incoming and outgoing passengers, cargo and mail traffic. Learn how… https://t.co/ptOFecsjPT",,,9,9,,en
EquityRes,5/11/2020 18:05,1.25991E+18,"We've recently partnered with our retail tenants and health organizations to provide 2,000 meals across our markets… https://t.co/NK9onxAlyC","We've recently partnered with our retail tenants and health organizations to provide 2,000 meals across our markets… https://t.co/NK9onxAlyC",,,0,4,,en
LiveNation,1/18/2020 17:00,1.21858E+18,"Happy birthday Jonathan Davis 🤘 

Grab tickets to see @Korn live with @breakingbenj in a city near you… https://t.co/3s3iQeOkLY","Happy birthday Jonathan Davis 🤘 

Grab tickets to see @Korn live with @breakingbenj in a city near you… https://t.co/3s3iQeOkLY",,,10,21,,en
Microsoft,6/25/2020 20:15,1.27625E+18,We're continuing to build new Microsoft Teams features and experiences to help people everywhere connect through li… https://t.co/beUSprmhKL,We're continuing to build new Microsoft Teams features and experiences to help people everywhere connect through li… https://t.co/beUSprmhKL,,,27,150,,en
JacobsConnects,1/12/2020 17:55,1.21642E+18,"Case studies &amp; analysis of intersections, freeways &amp; interchanges to brainstorm improvements for safety &amp; performan… https://t.co/Y4PMcLXIBK","Case studies &amp; analysis of intersections, freeways &amp; interchanges to brainstorm improvements for safety &amp; performan… https://t.co/Y4PMcLXIBK",,,1,6,,en
MoodysInvSvc,1/24/2020 15:55,1.22074E+18,4/6: Fines and settlement amounts for #databreaches are growing as more countries introduce data privacy regulation… https://t.co/OOtV8L9luV,4/6: Fines and settlement amounts for #databreaches are growing as more countries introduce data privacy regulation… https://t.co/OOtV8L9luV,,,3,1,,en
GoldmanSachs,3/24/2020 20:15,1.24255E+18,Economic and investment implications of #coronavirus were discussed in a note to clients last week from Sharmin Mos… https://t.co/0UitLYPau5,Economic and investment implications of #coronavirus were discussed in a note to clients last week from Sharmin Mos… https://t.co/0UitLYPau5,,,4,10,,en
PeoplesUnited,3/16/2020 15:00,1.23957E+18,We know who to call the next time we need some #DIY help! The Hartford Growth Market stepped in to help MARC Commun… https://t.co/z9gf0OCu8e,We know who to call the next time we need some #DIY help! The Hartford Growth Market stepped in to help MARC Commun… https://t.co/z9gf0OCu8e,,,0,1,,en
HomeDepot,1/8/2020 15:00,1.21492E+18,Get the relaxation you deserve in your space with savings on select massage chairs and spas from Home Depot's onlin… https://t.co/zFdcbPIi1y,Get the relaxation you deserve in your space with savings on select massage chairs and spas from Home Depot's onlin… https://t.co/zFdcbPIi1y,,,1,12,,en
MonsterEnergy,1/23/2020 21:15,1.22045E+18,.@SvenThorgren is moving on to the @XGames #Snowboard Slopestyle finals because of well... runs like this 🔥… https://t.co/B1GKnmph8b,.@SvenThorgren is moving on to the @XGames #Snowboard Slopestyle finals because of well... runs like this 🔥… https://t.co/B1GKnmph8b,,,25,164,,en
ATT,5/21/2020 22:46,1.2636E+18,It's almost time! Can't wait for your show @elmo! https://t.co/MFRf1z8O9z,It's almost time! Can't wait for your show @elmo! https://t.co/MFRf1z8O9z,,,10,98,,en
Flowserve,6/25/2020 17:50,1.27621E+18,"Ideally suited for multiple #applications, the NR Reservoir comes in two convenient sizes for easy plant standardiz… https://t.co/pJk0HCdmM1","Ideally suited for multiple #applications, the NR Reservoir comes in two convenient sizes for easy plant standardiz… https://t.co/pJk0HCdmM1",,,2,4,,en
EastmanChemCo,5/13/2020 13:30,1.26056E+18,"Through our partnership with @RoomtoRead, we have provided more than 3,500 children with access to books and learni… https://t.co/ZHBP5geVXe","Through our partnership with @RoomtoRead, we have provided more than 3,500 children with access to books and learni… https://t.co/ZHBP5geVXe",,,0,3,,en
synopsys,6/10/2020 21:30,1.27083E+18,What is #LowPowerDesign? It's a collection of techniques &amp; methodologies aimed at reducing the overall dynamic &amp; st… https://t.co/lonk7zqwTv,What is #LowPowerDesign? It's a collection of techniques &amp; methodologies aimed at reducing the overall dynamic &amp; st… https://t.co/lonk7zqwTv,,,0,1,,en
CenturyLink,4/27/2020 20:41,1.25487E+18,"Michael Benjamin, head of @BlackLotusLabs, shared more details on ""Mozi"" with @DarkReading. Learn more about this n… https://t.co/bzCG1UTNTP","Michael Benjamin, head of @BlackLotusLabs, shared more details on ""Mozi"" with @DarkReading. Learn more about this n… https://t.co/bzCG1UTNTP",,,3,6,,en
PerrigoCompany,4/21/2020 12:35,1.25258E+18,We love this photo and were happy to help! https://t.co/RbTxKycHcB,We love this photo and were happy to help! https://t.co/RbTxKycHcB,,,0,5,,en
